"state","placefp","county","tract","block","stab","cntyname","placenm","pop10","afact"
"55","78600","55025","0115.04","2036","WI","Dane WI","Sun Prairie city, WI",114,0.0039 
"55","78600","55025","0115.04","2037","WI","Dane WI","Sun Prairie city, WI",49,0.0017 
"55","78600","55025","0115.04","2038","WI","Dane WI","Sun Prairie city, WI",118,0.004 
"55","78600","55025","0115.04","2039","WI","Dane WI","Sun Prairie city, WI",280,0.0095 
"55","78600","55025","0115.04","2046","WI","Dane WI","Sun Prairie city, WI",43,0.0015 
"55","78600","55025","0115.04","2055","WI","Dane WI","Sun Prairie city, WI",8,0.0003 
"55","78600","55025","0115.05","1001","WI","Dane WI","Sun Prairie city, WI",158,0.0054 
"55","78600","55025","0115.05","1002","WI","Dane WI","Sun Prairie city, WI",37,0.0013 
"55","78600","55025","0115.05","1003","WI","Dane WI","Sun Prairie city, WI",30,0.001 
"55","78600","55025","0115.05","1004","WI","Dane WI","Sun Prairie city, WI",33,0.0011 
"55","78600","55025","0115.05","1005","WI","Dane WI","Sun Prairie city, WI",37,0.0013 
"55","78600","55025","0115.05","1006","WI","Dane WI","Sun Prairie city, WI",80,0.0027 
"55","78600","55025","0115.05","1007","WI","Dane WI","Sun Prairie city, WI",110,0.0037 
"55","78600","55025","0115.05","1008","WI","Dane WI","Sun Prairie city, WI",53,0.0018 
"55","78600","55025","0115.05","1009","WI","Dane WI","Sun Prairie city, WI",48,0.0016 
"55","78600","55025","0115.05","1010","WI","Dane WI","Sun Prairie city, WI",124,0.0042 
"55","78600","55025","0115.05","1011","WI","Dane WI","Sun Prairie city, WI",9,0.0003 
"55","78600","55025","0115.05","1012","WI","Dane WI","Sun Prairie city, WI",65,0.0022 
"55","78600","55025","0115.05","1013","WI","Dane WI","Sun Prairie city, WI",62,0.0021 
"55","78600","55025","0115.05","1014","WI","Dane WI","Sun Prairie city, WI",33,0.0011 
"55","78600","55025","0115.05","1015","WI","Dane WI","Sun Prairie city, WI",47,0.0016 
"55","78600","55025","0115.05","1016","WI","Dane WI","Sun Prairie city, WI",59,0.002 
"55","78600","55025","0115.05","1018","WI","Dane WI","Sun Prairie city, WI",18,0.0006 
"55","78600","55025","0115.05","1019","WI","Dane WI","Sun Prairie city, WI",256,0.0087 
"55","78600","55025","0115.05","1020","WI","Dane WI","Sun Prairie city, WI",1,0 
"55","78600","55025","0115.05","2000","WI","Dane WI","Sun Prairie city, WI",69,0.0023 
"55","78600","55025","0115.05","2001","WI","Dane WI","Sun Prairie city, WI",6,0.0002 
"55","78600","55025","0115.05","2002","WI","Dane WI","Sun Prairie city, WI",379,0.0129 
"55","78600","55025","0115.05","2003","WI","Dane WI","Sun Prairie city, WI",90,0.0031 
"55","78600","55025","0115.05","2004","WI","Dane WI","Sun Prairie city, WI",43,0.0015 
"55","78600","55025","0115.05","2005","WI","Dane WI","Sun Prairie city, WI",29,0.001 
"55","78600","55025","0115.05","2006","WI","Dane WI","Sun Prairie city, WI",249,0.0085 
"55","78600","55025","0115.05","2007","WI","Dane WI","Sun Prairie city, WI",124,0.0042 
"55","78600","55025","0115.05","2009","WI","Dane WI","Sun Prairie city, WI",295,0.01 
"55","78600","55025","0115.05","2010","WI","Dane WI","Sun Prairie city, WI",87,0.003 
"55","78600","55025","0115.05","2011","WI","Dane WI","Sun Prairie city, WI",75,0.0026 
"55","78600","55025","0115.05","2012","WI","Dane WI","Sun Prairie city, WI",14,0.0005 
"55","78600","55025","0115.05","2013","WI","Dane WI","Sun Prairie city, WI",39,0.0013 
"55","78600","55025","0115.05","2014","WI","Dane WI","Sun Prairie city, WI",46,0.0016 
"55","78600","55025","0115.05","2015","WI","Dane WI","Sun Prairie city, WI",34,0.0012 
"55","78600","55025","0115.05","2016","WI","Dane WI","Sun Prairie city, WI",43,0.0015 
"55","78600","55025","0115.05","2017","WI","Dane WI","Sun Prairie city, WI",20,0.0007 
"55","78600","55025","0115.05","2019","WI","Dane WI","Sun Prairie city, WI",14,0.0005 
"55","78600","55025","0115.05","2020","WI","Dane WI","Sun Prairie city, WI",98,0.0033 
"55","78600","55025","0115.05","2021","WI","Dane WI","Sun Prairie city, WI",43,0.0015 
"55","78600","55025","0115.05","2023","WI","Dane WI","Sun Prairie city, WI",66,0.0022 
"55","78600","55025","0115.05","3000","WI","Dane WI","Sun Prairie city, WI",156,0.0053 
"55","78600","55025","0115.05","3001","WI","Dane WI","Sun Prairie city, WI",168,0.0057 
"55","78600","55025","0115.05","3002","WI","Dane WI","Sun Prairie city, WI",101,0.0034 
"55","78600","55025","0115.05","3003","WI","Dane WI","Sun Prairie city, WI",119,0.0041 
"55","78600","55025","0115.05","3004","WI","Dane WI","Sun Prairie city, WI",66,0.0022 
"55","78600","55025","0115.05","3005","WI","Dane WI","Sun Prairie city, WI",41,0.0014 
"55","78600","55025","0115.05","3006","WI","Dane WI","Sun Prairie city, WI",77,0.0026 
"55","78600","55025","0115.05","3007","WI","Dane WI","Sun Prairie city, WI",83,0.0028 
"55","78600","55025","0115.05","3008","WI","Dane WI","Sun Prairie city, WI",155,0.0053 
"55","78600","55025","0115.05","3009","WI","Dane WI","Sun Prairie city, WI",18,0.0006 
"55","78600","55025","0115.05","3010","WI","Dane WI","Sun Prairie city, WI",30,0.001 
"55","78600","55025","0115.05","3011","WI","Dane WI","Sun Prairie city, WI",33,0.0011 
"55","78600","55025","0115.05","3012","WI","Dane WI","Sun Prairie city, WI",27,0.0009 
"55","78600","55025","0115.05","3013","WI","Dane WI","Sun Prairie city, WI",55,0.0019 
"55","78600","55025","0115.05","3014","WI","Dane WI","Sun Prairie city, WI",12,0.0004 
"55","78600","55025","0115.06","1004","WI","Dane WI","Sun Prairie city, WI",50,0.0017 
"55","78600","55025","0115.06","1006","WI","Dane WI","Sun Prairie city, WI",38,0.0013 
"55","78600","55025","0115.06","1007","WI","Dane WI","Sun Prairie city, WI",280,0.0095 
"55","78600","55025","0115.06","1008","WI","Dane WI","Sun Prairie city, WI",106,0.0036 
"55","78600","55025","0115.06","1009","WI","Dane WI","Sun Prairie city, WI",167,0.0057 
"55","78600","55025","0115.06","1010","WI","Dane WI","Sun Prairie city, WI",76,0.0026 
"55","78600","55025","0115.06","1011","WI","Dane WI","Sun Prairie city, WI",21,0.0007 
"55","78600","55025","0115.06","1012","WI","Dane WI","Sun Prairie city, WI",109,0.0037 
"55","78600","55025","0115.06","1013","WI","Dane WI","Sun Prairie city, WI",730,0.0249 
"55","78600","55025","0115.06","1014","WI","Dane WI","Sun Prairie city, WI",57,0.0019 
"55","78600","55025","0115.06","1015","WI","Dane WI","Sun Prairie city, WI",15,0.0005 
"55","78600","55025","0115.06","1017","WI","Dane WI","Sun Prairie city, WI",20,0.0007 
"55","78600","55025","0115.06","1018","WI","Dane WI","Sun Prairie city, WI",121,0.0041 
"55","78600","55025","0115.06","1020","WI","Dane WI","Sun Prairie city, WI",22,0.0007 
"55","78600","55025","0115.06","1027","WI","Dane WI","Sun Prairie city, WI",12,0.0004 
"55","78600","55025","0115.06","1036","WI","Dane WI","Sun Prairie city, WI",14,0.0005 
"55","78600","55025","0115.06","1038","WI","Dane WI","Sun Prairie city, WI",7,0.0002 
"55","78600","55025","0115.06","2000","WI","Dane WI","Sun Prairie city, WI",27,0.0009 
"55","78600","55025","0115.06","2001","WI","Dane WI","Sun Prairie city, WI",114,0.0039 
"55","78600","55025","0115.06","2002","WI","Dane WI","Sun Prairie city, WI",79,0.0027 
"55","78600","55025","0115.06","2003","WI","Dane WI","Sun Prairie city, WI",382,0.013 
"55","78600","55025","0115.06","2004","WI","Dane WI","Sun Prairie city, WI",187,0.0064 
"55","78600","55025","0115.06","2005","WI","Dane WI","Sun Prairie city, WI",22,0.0007 
"55","78600","55025","0115.06","2006","WI","Dane WI","Sun Prairie city, WI",26,0.0009 
"55","78600","55025","0115.06","2007","WI","Dane WI","Sun Prairie city, WI",152,0.0052 
"55","78600","55025","0115.06","2008","WI","Dane WI","Sun Prairie city, WI",164,0.0056 
"55","78600","55025","0115.06","2009","WI","Dane WI","Sun Prairie city, WI",31,0.0011 
"55","78600","55025","0115.06","2010","WI","Dane WI","Sun Prairie city, WI",68,0.0023 
"55","78600","55025","0115.06","2011","WI","Dane WI","Sun Prairie city, WI",150,0.0051 
"55","78600","55025","0115.06","2012","WI","Dane WI","Sun Prairie city, WI",92,0.0031 
"55","78600","55025","0115.06","2013","WI","Dane WI","Sun Prairie city, WI",114,0.0039 
"55","78600","55025","0115.06","2015","WI","Dane WI","Sun Prairie city, WI",49,0.0017 
"55","78600","55025","0115.06","2016","WI","Dane WI","Sun Prairie city, WI",137,0.0047 
"55","78600","55025","0115.06","2017","WI","Dane WI","Sun Prairie city, WI",30,0.001 
"55","78600","55025","0115.06","2018","WI","Dane WI","Sun Prairie city, WI",39,0.0013 
"55","78600","55025","0115.06","2019","WI","Dane WI","Sun Prairie city, WI",31,0.0011 
"55","78600","55025","0115.06","2020","WI","Dane WI","Sun Prairie city, WI",37,0.0013 
"55","78600","55025","0115.06","2021","WI","Dane WI","Sun Prairie city, WI",53,0.0018 
"55","78600","55025","0115.06","2022","WI","Dane WI","Sun Prairie city, WI",2,0.0001 
"55","78600","55025","0115.06","2023","WI","Dane WI","Sun Prairie city, WI",16,0.0005 
"55","78600","55025","0115.06","2024","WI","Dane WI","Sun Prairie city, WI",8,0.0003 
"55","78600","55025","0115.06","3000","WI","Dane WI","Sun Prairie city, WI",16,0.0005 
"55","78600","55025","0115.06","3001","WI","Dane WI","Sun Prairie city, WI",55,0.0019 
"55","78600","55025","0115.06","3002","WI","Dane WI","Sun Prairie city, WI",67,0.0023 
"55","78600","55025","0115.06","3004","WI","Dane WI","Sun Prairie city, WI",6,0.0002 
"55","78600","55025","0115.06","3005","WI","Dane WI","Sun Prairie city, WI",544,0.0185 
"55","78600","55025","0115.06","3006","WI","Dane WI","Sun Prairie city, WI",106,0.0036 
"55","78600","55025","0115.06","3007","WI","Dane WI","Sun Prairie city, WI",4,0.0001 
"55","78600","55025","0115.06","3010","WI","Dane WI","Sun Prairie city, WI",28,0.001 
"55","78600","55025","0116.00","1020","WI","Dane WI","Sun Prairie city, WI",220,0.0075 
"55","78600","55025","0116.00","1021","WI","Dane WI","Sun Prairie city, WI",52,0.0018 
"55","78600","55025","0116.00","1022","WI","Dane WI","Sun Prairie city, WI",61,0.0021 
"55","78600","55025","0116.00","1024","WI","Dane WI","Sun Prairie city, WI",39,0.0013 
"55","78600","55025","0116.00","1030","WI","Dane WI","Sun Prairie city, WI",98,0.0033 
"55","78600","55025","0116.00","1031","WI","Dane WI","Sun Prairie city, WI",22,0.0007 
"55","78600","55025","0116.00","1032","WI","Dane WI","Sun Prairie city, WI",58,0.002 
"55","78600","55025","0116.00","1033","WI","Dane WI","Sun Prairie city, WI",37,0.0013 
"55","78600","55025","0116.00","1034","WI","Dane WI","Sun Prairie city, WI",26,0.0009 
"55","78600","55025","0116.00","1035","WI","Dane WI","Sun Prairie city, WI",32,0.0011 
"55","78600","55025","0116.00","1036","WI","Dane WI","Sun Prairie city, WI",110,0.0037 
"55","78600","55025","0116.00","1037","WI","Dane WI","Sun Prairie city, WI",46,0.0016 
"55","78600","55025","0116.00","1038","WI","Dane WI","Sun Prairie city, WI",14,0.0005 
"55","78600","55025","0116.00","1039","WI","Dane WI","Sun Prairie city, WI",16,0.0005 
"55","78600","55025","0116.00","1040","WI","Dane WI","Sun Prairie city, WI",38,0.0013 
"55","78600","55025","0116.00","1041","WI","Dane WI","Sun Prairie city, WI",39,0.0013 
"55","78600","55025","0116.00","1042","WI","Dane WI","Sun Prairie city, WI",19,0.0006 
"55","78600","55025","0116.00","2004","WI","Dane WI","Sun Prairie city, WI",3,0.0001 
"55","78600","55025","0116.00","2008","WI","Dane WI","Sun Prairie city, WI",25,0.0009 
"55","78600","55025","0116.00","2009","WI","Dane WI","Sun Prairie city, WI",74,0.0025 
"55","78600","55025","0116.00","2010","WI","Dane WI","Sun Prairie city, WI",55,0.0019 
"55","78600","55025","0116.00","2011","WI","Dane WI","Sun Prairie city, WI",136,0.0046 
"55","78600","55025","0116.00","2012","WI","Dane WI","Sun Prairie city, WI",23,0.0008 
"55","78600","55025","0116.00","2013","WI","Dane WI","Sun Prairie city, WI",58,0.002 
"55","78600","55025","0116.00","2014","WI","Dane WI","Sun Prairie city, WI",82,0.0028 
"55","78600","55025","0116.00","2015","WI","Dane WI","Sun Prairie city, WI",69,0.0023 
"55","78600","55025","0116.00","2016","WI","Dane WI","Sun Prairie city, WI",113,0.0038 
"55","78600","55025","0116.00","2017","WI","Dane WI","Sun Prairie city, WI",35,0.0012 
"55","78600","55025","0116.00","2018","WI","Dane WI","Sun Prairie city, WI",33,0.0011 
"55","78600","55025","0116.00","2019","WI","Dane WI","Sun Prairie city, WI",56,0.0019 
"55","78600","55025","0116.00","2021","WI","Dane WI","Sun Prairie city, WI",139,0.0047 
"55","78600","55025","0116.00","2022","WI","Dane WI","Sun Prairie city, WI",120,0.0041 
"55","78600","55025","0116.00","2024","WI","Dane WI","Sun Prairie city, WI",64,0.0022 
"55","78600","55025","0116.00","2025","WI","Dane WI","Sun Prairie city, WI",26,0.0009 
"55","78600","55025","0116.00","2026","WI","Dane WI","Sun Prairie city, WI",33,0.0011 
"55","78600","55025","0116.00","2027","WI","Dane WI","Sun Prairie city, WI",92,0.0031 
"55","78600","55025","0116.00","2028","WI","Dane WI","Sun Prairie city, WI",75,0.0026 
"55","78600","55025","0116.00","2029","WI","Dane WI","Sun Prairie city, WI",42,0.0014 
"55","78600","55025","0116.00","2030","WI","Dane WI","Sun Prairie city, WI",75,0.0026 
"55","78600","55025","0116.00","2031","WI","Dane WI","Sun Prairie city, WI",58,0.002 
"55","78600","55025","0116.00","2032","WI","Dane WI","Sun Prairie city, WI",50,0.0017 
"55","78600","55025","0116.00","2033","WI","Dane WI","Sun Prairie city, WI",53,0.0018 
"55","78600","55025","0116.00","2034","WI","Dane WI","Sun Prairie city, WI",97,0.0033 
"55","78600","55025","0116.00","2035","WI","Dane WI","Sun Prairie city, WI",148,0.005 
"55","78600","55025","0116.00","2036","WI","Dane WI","Sun Prairie city, WI",50,0.0017 
"55","78600","55025","0116.00","2037","WI","Dane WI","Sun Prairie city, WI",79,0.0027 
"55","78600","55025","0116.00","2038","WI","Dane WI","Sun Prairie city, WI",117,0.004 
"55","78600","55025","0116.00","2039","WI","Dane WI","Sun Prairie city, WI",121,0.0041 
"55","78600","55025","0116.00","2040","WI","Dane WI","Sun Prairie city, WI",38,0.0013 
"55","78600","55025","0116.00","2041","WI","Dane WI","Sun Prairie city, WI",29,0.001 
"55","78600","55025","0116.00","2043","WI","Dane WI","Sun Prairie city, WI",364,0.0124 
"55","78600","55025","0116.00","2044","WI","Dane WI","Sun Prairie city, WI",44,0.0015 
"55","78600","55025","0116.00","2046","WI","Dane WI","Sun Prairie city, WI",2,0.0001 
"55","78600","55025","0116.00","2047","WI","Dane WI","Sun Prairie city, WI",80,0.0027 
"55","78600","55025","0116.00","2048","WI","Dane WI","Sun Prairie city, WI",54,0.0018 
"55","78600","55025","0116.00","2049","WI","Dane WI","Sun Prairie city, WI",130,0.0044 
"55","78600","55025","0116.00","2050","WI","Dane WI","Sun Prairie city, WI",66,0.0022 
"55","78600","55025","0116.00","2051","WI","Dane WI","Sun Prairie city, WI",14,0.0005 
"55","78600","55025","0116.00","2054","WI","Dane WI","Sun Prairie city, WI",105,0.0036 
"55","78600","55025","0116.00","3000","WI","Dane WI","Sun Prairie city, WI",206,0.007 
"55","78600","55025","0116.00","3001","WI","Dane WI","Sun Prairie city, WI",78,0.0027 
"55","78600","55025","0116.00","3002","WI","Dane WI","Sun Prairie city, WI",123,0.0042 
"55","78600","55025","0116.00","3003","WI","Dane WI","Sun Prairie city, WI",16,0.0005 
"55","78600","55025","0116.00","3004","WI","Dane WI","Sun Prairie city, WI",18,0.0006 
"55","78600","55025","0116.00","3005","WI","Dane WI","Sun Prairie city, WI",14,0.0005 
"55","78600","55025","0116.00","3007","WI","Dane WI","Sun Prairie city, WI",50,0.0017 
"55","78600","55025","0116.00","3008","WI","Dane WI","Sun Prairie city, WI",81,0.0028 
"55","78600","55025","0116.00","3009","WI","Dane WI","Sun Prairie city, WI",73,0.0025 
"55","78600","55025","0116.00","3011","WI","Dane WI","Sun Prairie city, WI",9,0.0003 
"55","78600","55025","0116.00","3012","WI","Dane WI","Sun Prairie city, WI",29,0.001 
"55","78600","55025","0116.00","3013","WI","Dane WI","Sun Prairie city, WI",33,0.0011 
"55","78600","55025","0116.00","3014","WI","Dane WI","Sun Prairie city, WI",11,0.0004 
"55","78600","55025","0116.00","3015","WI","Dane WI","Sun Prairie city, WI",19,0.0006 
"55","78600","55025","0116.00","3016","WI","Dane WI","Sun Prairie city, WI",71,0.0024 
"55","78600","55025","0116.00","3018","WI","Dane WI","Sun Prairie city, WI",100,0.0034 
"55","78600","55025","0116.00","3019","WI","Dane WI","Sun Prairie city, WI",61,0.0021 
"55","78600","55025","0116.00","3020","WI","Dane WI","Sun Prairie city, WI",110,0.0037 
"55","78600","55025","0116.00","3021","WI","Dane WI","Sun Prairie city, WI",88,0.003 
"55","78600","55025","0116.00","3022","WI","Dane WI","Sun Prairie city, WI",23,0.0008 
"55","78600","55025","0116.00","3023","WI","Dane WI","Sun Prairie city, WI",28,0.001 
"55","78600","55025","0116.00","3029","WI","Dane WI","Sun Prairie city, WI",16,0.0005 
"55","78600","55025","0116.00","3033","WI","Dane WI","Sun Prairie city, WI",97,0.0033 
"55","78600","55025","0116.00","3035","WI","Dane WI","Sun Prairie city, WI",68,0.0023 
"55","78600","55025","0116.00","3037","WI","Dane WI","Sun Prairie city, WI",20,0.0007 
"55","78600","55025","0116.00","3038","WI","Dane WI","Sun Prairie city, WI",150,0.0051 
"55","78600","55025","0116.00","3039","WI","Dane WI","Sun Prairie city, WI",21,0.0007 
"55","78600","55025","0116.00","3045","WI","Dane WI","Sun Prairie city, WI",4,0.0001 
"55","78600","55025","0116.00","3050","WI","Dane WI","Sun Prairie city, WI",76,0.0026 
"55","78600","55025","0116.00","3051","WI","Dane WI","Sun Prairie city, WI",56,0.0019 
"55","78600","55025","0116.00","3052","WI","Dane WI","Sun Prairie city, WI",19,0.0006 
"55","78600","55025","0116.00","3053","WI","Dane WI","Sun Prairie city, WI",52,0.0018 
"55","78600","55025","0116.00","3054","WI","Dane WI","Sun Prairie city, WI",49,0.0017 
"55","78600","55025","0116.00","3055","WI","Dane WI","Sun Prairie city, WI",42,0.0014 
"55","78600","55025","0116.00","3065","WI","Dane WI","Sun Prairie city, WI",21,0.0007 
"55","78600","55025","0116.00","3066","WI","Dane WI","Sun Prairie city, WI",11,0.0004 
"55","78600","55025","0116.00","3067","WI","Dane WI","Sun Prairie city, WI",19,0.0006 
"55","78600","55025","0116.00","3068","WI","Dane WI","Sun Prairie city, WI",4,0.0001 
"55","78600","55025","0116.00","3069","WI","Dane WI","Sun Prairie city, WI",24,0.0008 
"55","78600","55025","0117.00","2041","WI","Dane WI","Sun Prairie city, WI",1,0 
